Family	Genus	species	sub-species	uncertainities	SpecisName	other-names-genera	other-names-species	other-names-sub-species	other-name-type	Source of other name	notes-on-other-name	Sexual.System	Karyotype	notes..Karyotype	Predicted.ploidy	female2N	male2N	notesMale2N	notes..comments	cite.key
Lycaenidae	Polyommatus	iphigenia	araratensis			Polyommatus	iphigenia		Accepted	GBIF							26			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Polyommatus	erschoffii				Polyommatus	erschoffii		Accepted	GBIF							26	26-30	modal chromosome number is reported im male 2n	"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Polyommatus	merhaba				Polyommatus	merhaba		Accepted	GBIF							24	32-34	modal chromosome number is reported im male 2n	"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Polyommatus	iphigenia	race-12			Polyommatus	iphigenia		Accepted	GBIF							24			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Agrodiaetus	posthumus				Agrodiaetus	posthumus		Accepted	GBIF		gonochorous					21	20-22		Lesse 1957
Lycaenidae	Polyommatus	masulensis															20			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Polyommatus	caeruleus				Polyommatus	caerulea		Accepted	GBIF							20			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Polyommatus	birunii				Polyommatus	birunii		Accepted	GBIF							20			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Agrodiaetus	sibirica																120-130		"Lukhtanov, V.A., 1989. Karyotypes of some blue butterflies of the Agrodiaetus species groups (Lepidoptera, Lycaenidae). Ann. Entomol. Fenn, 55, pp.137-144."
Lycaenidae	Lycaena	semiargus				Cyaniris	semiargus		Synonym	GBIF						48				"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464."
Lycaenidae	Cyaniris	semiargus				Cyaniris	semiargus		Accepted	GBIF		gonochorous						"46,48"		"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Lycaenidae	Callophrys	rubi				Callophrys	rubi		Accepted	GBIF						46				"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464."
Lycaenidae	Polyommatus	rovshani				Polyommatus	rovshani		Accepted	GBIF								104-106		"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Polyommatus	poseidonides				Polyommatus	poseidonides		Accepted	GBIF								"40,42,44,46,48,50"		"Lukhtanov, V.A., Dantchenko, A.V., Khakimov, F.R., Sharafutdinov, D. and Pazhenkova, E.A., 2020. Karyotype evolution and flexible (conventional versus inverted) meiosis in insects with holocentric chromosomes: a case study based on Polyommatus butterflies.Biological Journal of the Linnean Society."
Lycaenidae	Simiskina	pharyge																72-74	The original article shows this butterfly as Sumiskina pharyge which seems to be a typo	"Abe, A. and Abe, R., 2009.A chromosome survey of nine species of Poritiinae (Lepidoptera, Lycaenidae) from Malaysia. The Transactions of the Lepidopterological Scociety of Japan, 60(3), pp.211-221. "
Lycaenidae	Eumaeus	minyas				Eumaeus	minijas		Accepted	GBIF								"48,90"		"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Lycaenidae	Polyommatus	luna				Polyommatus	luna		Accepted	GBIF								146-148		"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Deramas	livens				Deramas	livens		Accepted	GBIF								36-44		"Abe, A. and Abe, R., 2009.A chromosome survey of nine species of Poritiinae (Lepidoptera, Lycaenidae) from Malaysia. The Transactions of the Lepidopterological Scociety of Japan, 60(3), pp.211-221. "
Lycaenidae	Arawacus	linus				Arawacus	linus		Accepted	GBIF								"44,46,48"		"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of Neotropical butterflies from Trinidad and Tobago.Biotropica, pp.24-31."
Lycaenidae	Deramas	jasoda				Deramas	jasoda		Accepted	GBIF								"92,96,98,100,102"		"Abe, A. and Abe, R., 2009.A chromosome survey of nine species of Poritiinae (Lepidoptera, Lycaenidae) from Malaysia. The Transactions of the Lepidopterological Scociety of Japan, 60(3), pp.211-221. "
Lycaenidae	Lycaeides	idas				Plebejus	idas		Synonym	GBIF		gonochorous						46-48		Valle 1948
Lycaenidae	Chrysophanus	hippothoe				Lycaena	hippothoe		Synonym	INPN						48				"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464."
Lycaenidae	Polyommatus	hamadanensis				Polyommatus	hamadanensis		Accepted	GBIF								42-44		"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Lycaena	eumedon				Aricia	eumedon		Synonym	GBIF						48				"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464."
Lycaenidae	Poritia	erycinoides				Poritia	erycinoides		Accepted	GBIF								36-44		"Abe, A. and Abe, R., 2009.A chromosome survey of nine species of Poritiinae (Lepidoptera, Lycaenidae) from Malaysia. The Transactions of the Lepidopterological Scociety of Japan, 60(3), pp.211-221. "
Lycaenidae	Polyommatus	dantchenkoi																80-84		"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Polyommatus	carmon				Polyommatus	carmon		Accepted	GBIF								162-164		"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Zephyrus	betulae				Thecla	betulae		Synonym	GBIF						32			The original author assume that the chromosome number could not be lower than 14 and higher than 18 and assumes it is 16.	"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464."
Lycaenidae	Polyommatus	atlanticus				Polyommatus	atlantica		Accepted	GBIF								448-452		"Lukhtanov, V.A., 2015. The blue butterfly Polyommatus (Plebicula) atlanticus (Lepidoptera, Lycaenidae) holds the record of the highest number of chromosomes in the non-polyploid eukaryotic organisms.Comparative Cytogenetics,9(4), p.683."
Lycaenidae	Lycaena	arion				Phengaris	arion		Synonym	GBIF						46				"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464."
Lycaenidae	Cyaniris	argiolus				Celastrina	argiolus		Synonym	GBIF						50				"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464."
Lycaenidae	Leptotes	andicola				Leptotes	andicola		Accepted	GBIF								"48,48-50"		"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Lycaenidae	Lysandra	amabdus	abdelaziz			Polyommatus	amandus		Synonym	GBIF								"46, 44-46"	22-23 + 1s	"Lesse, H.D., 1967. Formules chromosomiques de Lépidoptères Rhopalocères d'Afrique du Nord. Bulletin de la Société entomologique de France, 72(1), pp.20-25."
Lycaenidae	Cupido	alcetas				Cupido	alcetas		Accepted	GBIF								"50,52"		"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Lycaenidae	Arawacus	aetolus				Arawacus	aetolus		Accepted	GBIF								"44,46,48"		"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Lymantriidae	Dasychira	pudibunda				Calliteara	pudibunda		Synonym	GBIF							174			"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399."
Lymantriidae	Dasychira	pseudabietis				Dasychira	pseudabietis		Accepted	GBIF		gonochorous					104			Saitoh 1959a
Lymantriidae	Euproctis	virguncula				Euproctis	virguncula		Accepted	GBIF							62			"Mohanty, P.K. and Nayak, B., 1983. Chromosome numbers of some Indian moths.Genetica,61(2), pp.147-149."
Lymantriidae	Lymantrla	monacha				Lymantria	monacha		Accepted	GBIF		gonochorous					62			Seiler 1914
Lymantriidae	Lymantria	mathura	aurora			Lymantria	mathura		Accepted	GBIF		gonochorous					62			Saitoh 1959c
Lymantriidae	Lymantria	dispar				Lymantria	dispar		Accepted	GBIF							62			"Ortiz, E. and Templado, J., 1975. Los cromosomas de cuatro especies de limántridos (Lep. Lymantriidae)."
Lymantriidae	Lymantria	dispar				Lymantria	dispar		Accepted	GBIF		gonochorous					62			Seiler 1914
Lymantriidae	Lymantria	dispar				Lymantria	dispar		Accepted	GBIF		gonochorous	ZW			62	62			traut2008sex
Lymantriidae	Lymantria	dispar	japonica			Lymantria	dispar		Accepted	GBIF		gonochorous					62			Seiler 1914
Lymantriidae	Leucoma	salicis				Leucoma	salicis		Accepted	GBIF							60			"Ortiz, E. and Templado, J., 1975. Los cromosomas de cuatro especies de limántridos (Lep. Lymantriidae)."
Lymantriidae	Leucoma	salicis				Leucoma	salicis		Accepted	GBIF		gonochorous					60			Saitoh 1959c
Lymantriidae	Orgyia	recens				Orgyia	recens		Accepted	GBIF		gonochorous					60			Cretschmar 1928
Lymantriidae	Lymantria	fumida				Lymantria	fumida		Accepted	GBIF		gonochorous					60			Saitoh 1959c
Lymantriidae	Orgyia	ericae				Orgyia	antiquoides		Synonym	GBIF		gonochorous					60			Cretschmar 1928
Lymantriidae	orgyia	trigotephras				Orgyia	trigotephras		Accepted	GBIF							58			"Ortiz, E. and Templado, J., 1975. Los cromosomas de cuatro especies de limántridos (Lep. Lymantriidae)."
Lymantriidae	Orgyia	leucostigma				Orgyia	leucostigma		Accepted	GBIF		gonochorous					56			Cretschmar 1928
Lymantriidae	Porthesia	similis				Euproctis	similis		Synonym	GBIF							46			"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399."
Lymantriidae	Euproctis	similis				Euproctis	similis		Accepted	GBIF		gonochorous					46			"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399."
Lymantriidae	Euproctis	similis				Euproctis	similis		Accepted	GBIF		gonochorous					44			Saitoh 1959c
Lymantriidae	Dasychira	selenitica				Gynaephora	selenitica 		Synonym	Lepindex		gonochorous					44			Federley 1945b
Lymantriidae	Euproctis	pseudoconspersa				Euproctis	pseudoconspersa		Accepted	GBIF		gonochorous					44			Saitoh 1959c
Lymantriidae	Euproctis	flava				Euproctis	flava		Accepted	GBIF		gonochorous					44			Saitoh 1959c
Lymantriidae	Euproctis	chrysorrhoea				Euproctis	chrysorrhoea		Accepted	GBIF							28			"Ortiz, E. and Templado, J., 1975. Los cromosomas de cuatro especies de limántridos (Lep. Lymantriidae)."
Lymantriidae	Orgyia	antiqua				Orgyia	antiqua		Accepted	GBIF		gonochorous					28			Seiler 1914
Lymantriidae	Orgyia	antiqua				Orgyia	antiqua		Accepted	GBIF		gonochorous	ZW			28	28			traut2008sex
Lymantriidae	Orgyia	thyellina				Orgyia	thyellina		Accepted	GBIF		gonochorous	complex ZW	ZZ/ZW1W2		23	22			traut2008sex
Lymantriidae	Orgyia	thyellina				Orgyia	thyellina		Accepted	GBIF		gonochorous	ZW			22	22			traut2008sex
Megathymidae	Stallingsia	maculosa				Stallingsia	maculosus		Accepted	GBIF		gonochorous					100			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 2. Hesperiidae, Megathymidae and Pieridae. J. Lepid. Soc.,14, pp.37-57."
Megathymidae	Agathymus	mariae				Agathymus	mariae		Accepted	GBIF		gonochorous					42			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 2. Hesperiidae, Megathymidae and Pieridae. J. Lepid. Soc.,14, pp.37-57."
Microlepidoptera	Ephestia	kuehniella				Ephestia	kuehniella		Accepted	GBIF							58			"Kernewitz, B., 1914. Über Spermiogenese bei Lepidopteren. Zoolog. Anz, 45."
Micropterigidae	Micropterix	calthella				Micropterix	calthella		Accepted	GBIF		gonochorous	ZO			57	58			traut2008sex
Noctuidae	Orthosia	rorida				Orthosia	rorida		Accepted	GBIF							240			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Orthosia	gothica				Orthosia	gothica		Accepted	GBIF							72			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Amathes	xanthographa				Xestia	xanthographa		Synonym	GBIF		gonochorous					68			"Bigger, T.R.L., 1960. Chromosome numbers of Lepidoptera. Part I. Entomologist's Gaz., 11, pp.149-152."
Noctuidae	Cosmia	trapezina				Cosmia	trapezina		Accepted	GBIF							64			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Bena	prasinana				Bena	prasinana		Accepted	GBIF							64			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Pseudoips	prasinana				Pseudoips	prasinana		Accepted	GBIF		gonochorous					64			"Regnart, H.C., 1933. Additions to our knowledge of chromosome numbers in the Lepidoptera. In Proc. Univ. Durham Phil. Soc (Vol. 9, pp. 79-83)."
Noctuidae	Hoplotarache	lunana				Hoplotarache	lunana		Accepted	GBIF							64			"Gupta, Y., 1964. Chromosomal studies in some Indian Lepidoptera. Chromosoma, 15(5), pp.540-561."
Noctuidae	Orthosia	cruda				Orthosia	cruda		Accepted	GBIF							64			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Plusia	zosimi				Diachrysia	zosimi		Synonym	Lepindex							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Callogonia	virgo				Eucarta	virgo		Synonym	Lepindex							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Lugephila	viciae				Lygephila	viciae		Accepted	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Xylena	vetusta				Xylena	vetusta		Accepted	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Argyrogramma	verruca				Argyrogramma	verruca		Accepted	GBIF							62			"Goodpasture, C., 1976. High-resolution chromosome analysis in Lepidoptera.Annals of the Entomological Society of America,69(4), pp.764-771."
Noctuidae	Conistra	vaccinii				Conistra	vaccinii		Accepted	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Adris	tyrannus	amurensis			Adris	tyrannus		Accepted	GBIF							62			"Saitoh, K., 1960. A chromosome survey in thirty species of moths. The Japanese Journal of Genetics, 35(2), pp.41-48."
Noctuidae	Mytgimna	turca				Mythimna	turca		Accepted	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Tarache	tropica				Acontia	marmoralis		Synonym	Lepindex							62			"Mohanty, P.K. and Nayak, B., 1983. Chromosome numbers of some Indian moths.Genetica,61(2), pp.147-149."
Noctuidae	Dichromia	trigonalis				Dichromia	trigonalis		Accepted	GBIF							62			"Saitoh, K., 1960. A chromosome survey in thirty species of moths. The Japanese Journal of Genetics, 35(2), pp.41-48."
Noctuidae	Abrostola	trigemina				Abrostola	triplasia		Synonym	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Discestra	trifolii				Discestra	trifolii		Doubtful	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Amathes	triangulum				Xestia	triangulum		Synonym	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Eupsilia	transversa				Eupsilia	transversa		Accepted	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Amphipyra	tragopogonis				Amphipyra	tragopoginis		Synonym	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Mamestra	thalassina				Lacanobia	thalassina		Synonym	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Seudyra	subflava				Sarbanissa	subflava		Synonym	Lepindex							62			"Saitoh, K., 1960. A chromosome survey in thirty species of moths. The Japanese Journal of Genetics, 35(2), pp.41-48."
Noctuidae	Mamestra	suasa				Mamestra	suasa		Accepted	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Zale	sp.				Zale	sp.		Accepted Genera	Lepindex							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Plusia	signata															62			"Mohanty, P.K. and Nayak, B., 1983. Chromosome numbers of some Indian moths.Genetica,61(2), pp.147-149."
Noctuidae	Scotia	segetum				Agrotis	segetum		Synonym	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Peridroma	saucia				Peridroma	saucia		Accepted	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Anomis	sabulifera				Anomis	sabulifera		Accepted	GBIF							62			"Mohanty, P.K. and Nayak, B., 1983. Chromosome numbers of some Indian moths.Genetica,61(2), pp.147-149."
Noctuidae	Pharetra	rumicis				Acronicta	rumicis		Synonym	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Cerastis	rubricosa				Cerastis	rubricosa		Accepted	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Diarsia	rubi				Diarsia	rubi		Accepted	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Hadena	rivularis				Hadena	rivularis		Accepted	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Amathes	rhomboidea				Xestia	stigmatica		Synonym	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Caradrina	rebeli				Caradrina	rebeli		Accepted	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Amphipyra	pyramidea				Amphipyra	pyramidea		Accepted	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Axylia	putris				Axylia	putris		Accepted	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Scotia	pura				Agrotis	puta		Synonym	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Helicoverpa	punctigera				Helicoverpa	punctigera		Accepted	GBIF		gonochorous					62			fisk1989karyotype
Noctuidae	Catocala	puerpera				Catocala	puerpera		Accepted	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Hyblaea	puera				Hyblaea	puera		Accepted	GBIF							62			"Mohanty, P.K. and Nayak, B., 1983. Chromosome numbers of some Indian moths.Genetica,61(2), pp.147-149."
Noctuidae	Mytgimna	pudorina				Mythimna	pudorina		Accepted	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Acronycta	psi				Acronicta	psi		Synonym	GBIF							62			"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399."
Noctuidae	Apatele	psi				Acronicta	psi		Synonym	GBIF		gonochorous					62			"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399."
Noctuidae	Apatele	psi				Acronicta	psi		Synonym	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Noctua	pronuba				Noctua	pronuba		Accepted	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Hypena	proboscidalis				Hypena	proboscidalis		Accepted	GBIF							62			"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399."
Noctuidae	Anaplectoides	prasina				Anaplectoides	prasina		Accepted	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Actinotia	polyodon				Actinotia	polyodon		Accepted	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Orchropleura	plecta				Orchropleura	plecta		Accepted	Lepindex							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Mamestra	pisi				Ceramica	pisi		Synonym	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Mamestra	persicariae				Melanchra	persicariae		Synonym	GBIF							62			"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399."
Noctuidae	Amphipyra	perflua				Amphipyra	perflua		Accepted	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Plusia	peponis															62			"Saitoh, K., 1960. A chromosome survey in thirty species of moths. The Japanese Journal of Genetics, 35(2), pp.41-48."
Noctuidae	Leucania	pallens				Mythimna	pallens		Synonym	GBIF		gonochorous					62			Cockayne 1952d
Noctuidae	Mytgimna	pallens				Mythimna	pallens		Accepted	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Lithiphane	ornitopus				Lithophane	ornitopus		Accepted	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Prodenia	ornithogalli				Spodoptera	ornithogalli		Synonym	Lepindex							62		If there are duplicates keep these reads as these are highly accurate	"Goodpasture, C., 1976. High-resolution chromosome analysis in Lepidoptera.Annals of the Entomological Society of America,69(4), pp.764-771."
Noctuidae	Mamestra	oleracea				Lacanobia	oleracea		Synonym	GBIF							62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
